11.4556 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1440, 900]. Using actual size
12.3256 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd2040e7220>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd2040e71c0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7fd211eaeb50>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7fd212048940>, multiSample=False, name='window1', numSamples=2, pos=[360.0, 225.0], screen=0, size=array([2880, 1800]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
12.3258 	EXP 	window1: mouseVisible = True
12.3258 	EXP 	window1: backgroundImage = ''
12.3258 	EXP 	window1: backgroundFit = 'none'
12.3284 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
12.3284 	EXP 	window1: recordFrameIntervals = False
12.4920 	EXP 	window1: recordFrameIntervals = True
12.6751 	EXP 	Screen (0) actual frame rate measured at 59.83Hz
12.6752 	EXP 	window1: recordFrameIntervals = False
12.6760 	EXP 	window1: mouseVisible = False
15.5543 	EXP 	DRM_HieuLe: status = STARTED
15.5549 	EXP 	window1: mouseVisible = True
