thisRow.t,notes,Welcome.started,text_4.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,text_5.started,key_resp_3.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.011774458980653435,0.020801749953534454,0.020801749953534454,1.3541309589636512,space,1.311606707982719,None,,,,155917,001,2023-12-04_19h41.28.131,DRM_HieuLe,2023.2.1,None,2023-12-04 19h41.36.515374 -0600,
,,,,,,,,,1.3541625840007327,1.370751999958884,1.370751999958884,,,,,,,,
