encoding_list,recall_list,word,new_old,correct,critical_word,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,encoding_loop.thisRepN,encoding_loop.thisTrialN,encoding_loop.thisN,encoding_loop.thisIndex,recognition_loop.thisRepN,recognition_loop.thisTrialN,recognition_loop.thisN,recognition_loop.thisIndex,thisRow.t,notes,Welcome.started,text_4.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,text_5.started,key_resp_3.started,instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,blank.started,blank.stopped,encoding.started,text.started,text.stopped,encoding.stopped,delay.started,text_7.started,text_7.stopped,delay.stopped,ready.started,text_2.started,ready.stopped,recognition.started,text_3.started,key_resp.started,recognition.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blankk.started,blankk.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
encoding_list2.xlsx,recall_list2.xlsx,burglar,,,,0,0,0,1,0,8,8,4,,,,,36.40397204097826,,,,,,,,,,,,,,,,,,36.38922591600567,36.40397204097826,,37.387625250034034,37.38764662499307,37.405921833007596,,38.387571083032526,,,,,,,,,,,,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,crime,,,,0,0,0,1,0,9,9,6,,,,,38.39733025000896,,,,,,,,,,,,,,,,,,38.38811841601273,38.39733025000896,,39.38909629097907,39.389109041017946,39.40408354101237,,40.389021083014086,,,,,,,,,,,,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,steal,old,f,0,0,0,0,1,,,,,0,0,0,0,44.42060266598128,,,,,,,,,,,,,,,,,,,,,,,,,,40.38911975000519,40.403975250024814,44.38899499998661,44.399941625015344,44.42060266598128,44.42060266598128,45.72330029099248,f,0,1.301100124954246,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,wing,new,j,0,0,0,0,1,,,,,0,1,1,19,45.73884308303241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.72410462499829,45.73884308303241,45.73884308303241,46.555246707983315,j,0,0.8119829999632202,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,bank,old,f,0,0,0,0,1,,,,,0,2,2,8,46.56574983301107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.55617183301365,46.56574983301107,46.56574983301107,47.238494875025935,f,0,0.6578640409861691,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,burglar,old,f,0,0,0,0,1,,,,,0,3,3,4,47.249433125020005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.239414750016294,47.249433125020005,47.249433125020005,48.15640295803314,f,0,0.8929577080416493,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,tie,new,j,0,0,0,0,1,,,,,0,4,4,13,48.17281495803036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.1569734159857,48.17281495803036,48.17281495803036,48.906446999986656,j,0,0.7215152499848045,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,river,new,j,0,0,0,0,1,,,,,0,5,5,15,48.92214099998819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.90699187503196,48.92214099998819,48.92214099998819,49.57301125000231,j,0,0.6383919999934733,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,robber,old,f,0,0,0,0,1,,,,,0,6,6,9,49.588736540987156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.57357133302139,49.588736540987156,49.588736540987156,50.138710832979996,f,0,0.5384820830076933,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,money,old,f,0,0,0,0,1,,,,,0,7,7,5,50.14902766601881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.13983408297645,50.14902766601881,50.14902766601881,51.14013487502234,f,0,0.9876261670142412,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,boy,new,j,0,0,0,0,1,,,,,0,8,8,12,51.15386445802869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.14067445800174,51.15386445802869,51.15386445802869,51.790118957986124,j,0,0.6224593329825439,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,troll,new,j,0,0,0,0,1,,,,,0,9,9,17,51.80549808300566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.79102975002024,51.80549808300566,51.80549808300566,52.6878112499835,j,0,0.8673100000014529,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,dark,new,j,0,0,0,0,1,,,,,0,10,10,14,52.69757670798572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.68835583300097,52.69757670798572,52.69757670798572,53.28975724999327,j,0,0.5909130409709178,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,manager,new,j,0,0,0,0,1,,,,,0,11,11,11,53.303855290985666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.290300958033185,53.303855290985666,53.303855290985666,53.97171391599113,j,0,0.6558783749933355,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,thief,new,j,1,0,0,0,1,,,,,0,12,12,10,53.982718290993944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.97262087499257,53.982718290993944,53.982718290993944,54.58852712501539,f,0,0.6042355420067906,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,criminal,old,f,0,0,0,0,1,,,,,0,13,13,3,54.59913912502816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.589598791033495,54.59913912502816,54.59913912502816,55.13864999997895,f,0,0.5381067079724744,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,carrier,new,j,0,0,0,0,1,,,,,0,14,14,16,55.14891195797827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.13955304102274,55.14891195797827,55.14891195797827,55.721773291006684,j,0,0.5583656660164706,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,mark,new,j,0,0,0,0,1,,,,,0,15,15,18,55.73907320800936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.72275775001617,55.73907320800936,55.73907320800936,56.80648558301618,j,0,1.0502750420127995,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,jail,old,f,0,0,0,0,1,,,,,0,16,16,1,56.822069916001055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.807046165980864,56.822069916001055,56.822069916001055,57.472936832986306,f,0,0.6370620420202613,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,crime,old,f,0,0,0,0,1,,,,,0,17,17,6,57.488728958007414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.47348104103003,57.488728958007414,57.488728958007414,58.28995187499095,f,0,0.8002569160307758,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,villain,old,f,0,0,0,0,1,,,,,0,18,18,2,58.30543583299732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.290504041011445,58.30543583299732,58.30543583299732,59.089486540993676,f,0,0.7769974170369096,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,gun,old,f,0,0,0,0,1,,,,,0,19,19,7,59.10540633299388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.09002691600472,59.10540633299388,59.10540633299388,59.906383291003294,f,0,0.7870991670060903,None,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list2.xlsx,recall_list2.xlsx,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.906833500019275,59.90712416602764,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list5.xlsx,recall_list5.xlsx,screen,,,,0,1,1,4,0,0,0,2,,,,,59.93722754099872,,,,,,,,,,,,,,,,,,59.915263166010845,62.922238415980246,,63.92219075001776,63.92220095801167,63.93881116597913,,64.92240362497978,,,,,,,,,,,,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list5.xlsx,recall_list5.xlsx,glass,,,,0,1,1,4,0,1,1,8,,,,,64.93873316602549,,,,,,,,,,,,,,,,,,64.92290662502637,64.93873316602549,,65.92229487502482,65.9223047500127,65.93893641600152,,66.92249475000426,,,,,,,,,,,,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list5.xlsx,recall_list5.xlsx,curtain,,,,0,1,1,4,0,2,2,5,,,,,66.93869679101044,,,,,,,,,,,,,,,,,,66.92300349997822,66.93869679101044,,67.9222494160058,67.92225820798194,67.93890379101504,,68.92085066600703,,,,,,,,,,,,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
encoding_list5.xlsx,recall_list5.xlsx,shade,,,,0,1,1,4,0,3,3,1,,,,,68.93861620803364,,,,,,,,,,,,,,,,,,68.92141729098512,68.93861620803364,,69.92084687500028,69.9208687079954,69.93940845801262,,70.92211529100314,,,,,,,,,,,,,,405822,001,2023-12-04_19h39.03.439,DRM_HieuLe,2023.2.1,59.98353438745135,2023-12-04 19h39.09.835775 -0600,
,,,,,,,,,,,,,,,,,,70.93841012503253,,,,,,,,,,,,,,,,,,70.92240233300254,70.93841012503253,,,,,,,,,,,,,,,,,,,,,,,,,,,
