encoding_list,recall_list,word,new_old,correct,critical_word,list_loop.thisRepN,list_loop.thisTrialN,list_loop.thisN,list_loop.thisIndex,encoding_loop.thisRepN,encoding_loop.thisTrialN,encoding_loop.thisN,encoding_loop.thisIndex,recognition_loop.thisRepN,recognition_loop.thisTrialN,recognition_loop.thisN,recognition_loop.thisIndex,thisRow.t,notes,Welcome.started,text_4.started,key_resp_2.started,Welcome.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,instructions.started,text_5.started,key_resp_3.started,instructions.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,blank.started,blank.stopped,encoding.started,text.started,text.stopped,encoding.stopped,delay.started,text_7.started,text_7.stopped,delay.stopped,ready.started,text_2.started,text_2.stopped,ready.stopped,recognition.started,text_3.started,key_resp.started,recognition.stopped,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,blankk.started,blankk.stopped,goodbye.started,text_6.started,text_6.stopped,goodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
encoding_list8.xlsx,recall_list8.xlsx,dream,old,f,0,0,7,7,7,,,,,0,13,13,9,302.81359954201616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.7980540000135,302.81359954201616,302.81359954201616,302.9312004169915,f,0,0.10721016605384648,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list8.xlsx,recall_list8.xlsx,snooze,old,f,0,0,7,7,7,,,,,0,14,14,2,302.9470633750316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.9317131669959,302.9470633750316,302.9470633750316,302.9643585829763,j,0,0.01061991706956178,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list8.xlsx,recall_list8.xlsx,compiler,new,j,0,0,7,7,7,,,,,0,15,15,14,302.9801335419761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.9648046250222,302.9801335419761,302.9801335419761,303.11445700004697,f,0,0.12090329197235405,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list8.xlsx,recall_list8.xlsx,fiction,new,j,0,0,7,7,7,,,,,0,16,16,12,303.1303533749888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1149717080407,303.1303533749888,303.1303533749888,303.14765954203904,j,0,0.00761754100676626,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list8.xlsx,recall_list8.xlsx,decision,new,j,0,0,7,7,7,,,,,0,17,17,13,303.1634692080552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.1481093750335,303.1634692080552,303.1634692080552,303.28096408303827,j,0,0.11540912499185652,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list8.xlsx,recall_list8.xlsx,doze,old,f,0,0,7,7,7,,,,,0,18,18,3,303.2975173329469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.28141937498003,303.2975173329469,303.2975173329469,303.4813265419798,f,0,0.18303033302072436,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list8.xlsx,recall_list8.xlsx,max,new,j,0,0,7,7,7,,,,,0,19,19,17,303.49687116697896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.4817839580355,303.49687116697896,303.49687116697896,303.5143818750512,j,0,0.015411917003802955,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list8.xlsx,recall_list8.xlsx,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.51473249995615,303.5149817500496,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,tall,,,,0,8,8,3,0,0,0,5,,,,,303.5300480830483,,,,,,,,,,,,,,,,,,303.5221373749664,305.5135716670193,306.51371141697746,306.49776695796754,306.4977866669651,306.51371141697746,307.51374620804563,307.49751925002784,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,sky,,,,0,8,8,3,0,1,1,0,,,,,307.51374620804563,,,,,,,,,,,,,,,,,,307.4979207919678,307.51374620804563,308.5141623329837,308.49767912505195,308.49769462505355,308.5141623329837,309.5141305420548,309.4974003749667,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,building,,,,0,8,8,3,0,2,2,3,,,,,309.5141305420548,,,,,,,,,,,,,,,,,,309.4978013749933,309.5141305420548,310.5138034169795,310.49803733301815,310.4980536670191,310.5138034169795,311.51379195798654,311.4981714170426,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,jump,,,,0,8,8,3,0,3,3,7,,,,,311.51379195798654,,,,,,,,,,,,,,,,,,311.4985564999515,311.51379195798654,312.5139526249841,312.4979508749675,312.49796979199164,312.5139526249841,313.51404783304315,313.498230749974,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,above,,,,0,8,8,3,0,4,4,2,,,,,313.51404783304315,,,,,,,,,,,,,,,,,,313.49861345801037,313.51404783304315,314.51433341705706,314.49773575004656,314.49775099998806,314.51433341705706,315.51452645799145,315.4978406250011,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,above,,,,0,8,8,3,0,5,5,4,,,,,315.51452645799145,,,,,,,,,,,,,,,,,,315.4982353330124,315.51452645799145,316.51450033299625,316.4976912919665,316.49771008302923,316.51450033299625,317.51405262504704,317.4977989170002,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,tower,,,,0,8,8,3,0,6,6,8,,,,,317.51405262504704,,,,,,,,,,,,,,,,,,317.4982297499664,317.51405262504704,318.5140032080235,318.4977725830395,318.49779137503356,318.5140032080235,319.51393083296716,319.4974901670357,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,dive,,,,0,8,8,3,0,7,7,1,,,,,319.51393083296716,,,,,,,,,,,,,,,,,,319.4978851249907,319.51393083296716,320.51392470800783,320.4977792920545,320.49779812502675,320.51392470800783,321.5143221250037,321.4980382079957,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,airplane,,,,0,8,8,3,0,8,8,6,,,,,321.5143221250037,,,,,,,,,,,,,,,,,,321.4984307079576,321.5143221250037,322.5142649170011,322.4978751670569,322.4978937499691,322.5142649170011,323.51386354200076,323.4980066670105,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,cliff,,,,0,8,8,3,0,9,9,9,,,,,323.51386354200076,,,,,,,,,,,,,,,,,,323.49839979200624,323.51386354200076,324.5145035419846,324.49847091699485,324.4984901250573,324.5145035419846,325.5142230830388,325.4984402919654,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,tall,old,f,0,0,8,8,3,,,,,0,0,0,5,328.5216538750101,,,,,,,,,,,,,,,,,,,,,,,,,,325.4985719999531,325.5142230830388,328.5216538750101,328.4982891669497,328.5129434999544,328.5216538750101,328.5216538750101,332.79878229205497,f,0,4.264463540981524,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,film,new,j,0,0,8,8,3,,,,,0,1,1,13,332.81414970802143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.79970904195216,332.81414970802143,332.81414970802143,332.9151955830166,j,0,0.09993212495464832,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,building,old,f,0,0,8,8,3,,,,,0,2,2,3,332.93067849997897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.91585541702807,332.93067849997897,332.93067849997897,333.0480107499752,f,0,0.11116825009230524,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,cliff,old,f,0,0,8,8,3,,,,,0,3,3,9,333.0641406669747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.04860262502916,333.0641406669747,333.0641406669747,333.16529045801144,j,0,0.09904574998654425,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,tag,new,j,0,0,8,8,3,,,,,0,4,4,11,333.1809691670351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.1658538329648,333.1809691670351,333.1809691670351,333.23209145804867,f,0,0.041350790997967124,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,dive,old,f,0,0,8,8,3,,,,,0,5,5,1,333.24716820800677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.2326027499512,333.24716820800677,333.24716820800677,333.3650517920032,j,0,0.1154715419979766,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,tower,old,f,0,0,8,8,3,,,,,0,6,6,8,333.3815094579477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.36563766701147,333.3815094579477,333.3815094579477,333.3988106669858,f,0,0.0016210409812629223,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,pop,new,j,0,0,8,8,3,,,,,0,7,7,19,333.41453258297406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.39930704201106,333.41453258297406,333.41453258297406,333.548690250027,f,0,0.13242120807990432,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,high,new,j,1,0,8,8,3,,,,,0,8,8,10,333.56486437504645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.54928370798007,333.56486437504645,333.56486437504645,333.76509329199325,f,0,0.18991954193916172,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,captain,new,j,0,0,8,8,3,,,,,0,9,9,12,333.7814713330008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.7656080420129,333.7814713330008,333.7814713330008,333.7983284579823,j,0,0.014709042035974562,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,hotel,new,j,0,0,8,8,3,,,,,0,10,10,16,333.8146822080016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.7987657079939,333.8146822080016,333.8146822080016,333.94829716696404,f,0,0.1311140829930082,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,shadow,new,j,0,0,8,8,3,,,,,0,11,11,18,333.9646012079902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.9487495420035,333.9646012079902,333.9646012079902,333.9816925829509,j,0,0.015307334018871188,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,watch,new,j,0,0,8,8,3,,,,,0,12,12,15,333.998291832977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.98212516703643,333.998291832977,333.998291832977,334.13181358296424,f,0,0.11849466699641198,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,sky,old,f,0,0,8,8,3,,,,,0,13,13,0,334.1473564580083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.132274625008,334.1473564580083,334.1473564580083,334.19813929195516,j,0,0.042967624962329865,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,author,new,j,0,0,8,8,3,,,,,0,14,14,14,334.2143230830552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.19859733304475,334.2143230830552,334.2143230830552,334.29846187494695,f,0,0.08165737497620285,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,jump,old,f,0,0,8,8,3,,,,,0,15,15,7,334.31422029202804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.29891845805105,334.31422029202804,334.31422029202804,334.3986740000546,j,0,0.07114950008690357,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,above,old,f,0,0,8,8,3,,,,,0,16,16,4,334.41446304204874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.39912133303005,334.41446304204874,334.41446304204874,334.49826183298137,f,0,0.07857416698243469,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,above,old,f,0,0,8,8,3,,,,,0,17,17,2,334.5141630830476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.4987126250053,334.5141630830476,334.5141630830476,334.59852704196237,j,0,0.08200320799369365,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,airplane,old,f,0,0,8,8,3,,,,,0,18,18,6,334.6142294170568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.598986166995,334.6142294170568,334.6142294170568,334.6816621250473,f,0,0.06438429199624807,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,human,new,j,0,0,8,8,3,,,,,0,19,19,17,334.6981686250074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.6821318330476,334.6981686250074,334.6981686250074,334.7983850419987,j,0,0.09941079199779779,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list4.xlsx,recall_list4.xlsx,,,,,0,8,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.79874966701027,334.7989940829575,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,jam,,,,0,9,9,9,0,0,0,6,,,,,334.8145194579847,,,,,,,,,,,,,,,,,,334.80654324998613,336.79767662496306,337.79771354200784,337.7812535420526,337.7812725000549,337.8142995419912,338.8145962919807,338.7982344169868,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,eat,,,,0,9,9,9,0,1,1,4,,,,,338.8145962919807,,,,,,,,,,,,,,,,,,338.7986233329866,338.8145962919807,339.8144176249625,339.79814724996686,339.7981630420545,339.8144176249625,340.81443949998356,340.79849687498063,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,toast,,,,0,9,9,9,0,2,2,3,,,,,340.81443949998356,,,,,,,,,,,,,,,,,,340.7988961250521,340.81443949998356,341.8143097499851,341.79845033294987,341.798469249974,341.8143097499851,342.81504720798694,342.7983302499633,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,sandwich,,,,0,9,9,9,0,3,3,1,,,,,342.81504720798694,,,,,,,,,,,,,,,,,,342.7987332920311,342.81504720798694,343.81435387500096,343.79828824999277,343.79830612498336,343.81435387500096,344.8146311669843,344.79842262505554,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,wine,,,,0,9,9,9,0,4,4,5,,,,,344.8146311669843,,,,,,,,,,,,,,,,,,344.7988211249467,344.8146311669843,345.8146398749668,345.7983682920458,345.79838366701733,345.8146398749668,346.8140845829621,346.7980905419681,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,slice,,,,0,9,9,9,0,5,5,9,,,,,346.8140845829621,,,,,,,,,,,,,,,,,,346.7984851669753,346.8140845829621,347.81472216697875,347.79838783305604,347.7984034169931,347.81472216697875,348.8145938749658,348.7981882500462,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,jelly,,,,0,9,9,9,0,6,6,8,,,,,348.8145938749658,,,,,,,,,,,,,,,,,,348.79857937502675,348.8145938749658,349.81456812506076,349.79824375000317,349.79825941706076,349.81456812506076,350.81464091700036,350.7982046670513,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,flour,,,,0,9,9,9,0,7,7,0,,,,,350.81464091700036,,,,,,,,,,,,,,,,,,350.7985893749865,350.81464091700036,351.81491754204035,351.79829258297104,351.7983110420173,351.81491754204035,352.8148149170447,352.79857483296655,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,butter,,,,0,9,9,9,0,8,8,7,,,,,352.8148149170447,,,,,,,,,,,,,,,,,,352.7989627920324,352.8148149170447,353.8145186250331,353.7983105829917,353.7983271670528,353.8145186250331,354.8148684169864,354.7988854170544,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,food,,,,0,9,9,9,0,9,9,2,,,,,354.8148684169864,,,,,,,,,,,,,,,,,,354.7992934579961,354.8148684169864,355.81532341695856,355.7990262500243,355.79904562502634,355.81532341695856,,356.8147554580355,,,,,,,,,,,,,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,flour,old,f,0,0,9,9,9,,,,,0,0,0,0,359.83946541696787,,,,,,,,,,,,,,,,,,,,,,,,,,356.81488854205236,356.83166079199873,,359.8148838749621,359.83015370799694,359.83946541696787,359.83946541696787,360.49936074996367,f,0,0.6574468329781666,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,slice,old,f,0,0,9,9,9,,,,,0,1,1,9,360.51454462495167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.5003029999789,360.51454462495167,360.51454462495167,360.66594629199244,f,0,0.13912354200147092,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,safety,new,j,0,0,9,9,9,,,,,0,2,2,12,360.6810829580063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.666526874993,360.6810829580063,360.6810829580063,360.8156661669491,f,0,0.13204529194626957,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,eat,old,f,0,0,9,9,9,,,,,0,3,3,4,360.8310159170069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.81623520795256,360.8310159170069,360.8310159170069,360.94882737495936,f,0,0.11174149997532368,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,religion,new,j,0,0,9,9,9,,,,,0,4,4,14,360.9649830419803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.94934216700494,360.9649830419803,360.9649830419803,361.0152765000239,j,0,0.04838833399116993,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,liberty,new,j,0,0,9,9,9,,,,,0,5,5,18,361.03141487494577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0157924579689,361.03141487494577,361.03141487494577,361.1988208750263,f,0,0.16526341601274908,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,jelly,old,f,0,0,9,9,9,,,,,0,6,6,8,361.2152213329682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.1993249170482,361.2152213329682,361.2152213329682,361.26586170797236,j,0,0.03511695796623826,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,justice,new,j,0,0,9,9,9,,,,,0,7,7,19,361.28152262500953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.2663037920138,361.28152262500953,361.28152262500953,361.44890229206067,j,0,0.16088866698555648,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,bread,new,j,1,0,9,9,9,,,,,0,8,8,10,361.46503420802765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.44940170797054,361.46503420802765,361.46503420802765,361.4990454169456,f,0,0.030889166984707117,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,food,old,f,0,0,9,9,9,,,,,0,9,9,2,361.51481249998324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.49950675002765,361.51481249998324,361.51481249998324,361.6824193330249,j,0,0.15362383297178894,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,butter,old,f,0,0,9,9,9,,,,,0,10,10,7,361.6976933750557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.6830111669842,361.6976933750557,361.6976933750557,361.715578207979,f,0,0.011325040948577225,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,instance,new,j,0,0,9,9,9,,,,,0,11,11,13,361.7314170829486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.7160708750598,361.7314170829486,361.7314170829486,361.8658114579739,f,0,0.12002674990799278,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,wine,old,f,0,0,9,9,9,,,,,0,12,12,5,361.8814466249896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.86631049995776,361.8814466249896,361.8814466249896,361.89939675002825,j,0,0.0016380000161007047,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
encoding_list10.xlsx,recall_list10.xlsx,sandwich,old,f,0,0,9,9,9,,,,,0,13,13,1,361.91494974994566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.89982091705315,361.91494974994566,361.91494974994566,362.04865699994843,f,0,0.12669437495060265,None,,,,,,,002,001,2023-10-05_13h02.56.991,DRM_HieuLe,2023.2.1,60.24528881480341,2023-10-05 13h03.04.727177 -0500,
